MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
PHI vs. CHI,1/24/2018,W,48,115,42,81,51.9,16,32,50,15,20,75,6,42,48,31,15,6,7,20,14
BOS @ LAC,1/24/2018,W,48,113,39,93,41.9,14,40,35,21,22,95.5,10,37,47,25,13,10,3,28,11
CHA vs. NOP,1/24/2018,L,48,96,36,85,42.4,6,21,28.6,18,31,58.1,10,39,49,16,14,5,6,23,-5
ATL vs. TOR,1/24/2018,L,48,93,37,94,39.4,7,21,33.3,12,17,70.6,12,35,47,19,17,8,9,21,-15
IND vs. PHX,1/24/2018,W,48,116,45,80,56.3,9,24,37.5,17,25,68,3,36,39,32,12,11,3,24,15
LAC vs. BOS,1/24/2018,L,48,102,35,79,44.3,5,21,23.8,27,39,69.2,10,30,40,26,19,6,5,15,-11
MEM vs. SAS,1/24/2018,L,48,85,36,83,43.4,2,18,11.1,11,14,78.6,9,32,41,19,18,7,4,25,-23
MIN @ POR,1/24/2018,L,48,114,45,84,53.6,6,16,37.5,18,22,81.8,5,28,33,20,9,7,2,14,-9
HOU @ DAL,1/24/2018,W,48,104,36,82,43.9,21,51,41.2,11,23,47.8,7,36,43,20,10,8,3,19,7
POR vs. MIN,1/24/2018,W,48,123,45,82,54.9,17,31,54.8,16,21,76.2,6,31,37,24,11,4,1,16,9
DET vs. UTA,1/24/2018,L,53,95,38,97,39.2,7,31,22.6,12,18,66.7,15,42,57,23,20,10,7,16,-3
MIA vs. SAC,1/25/2018,L,48,88,31,82,37.8,12,34,35.3,14,18,77.8,7,39,46,19,17,8,4,19,-1
MIN @ GSW,1/25/2018,L,48,113,46,101,45.5,6,20,30,15,18,83.3,13,30,43,25,10,9,3,15,-13
NYK @ DEN,1/25/2018,L,48,118,45,82,54.9,8,21,38.1,20,24,83.3,3,30,33,32,10,9,5,20,-12
DEN vs. NYK,1/25/2018,W,48,130,48,80,60,14,28,50,20,24,83.3,2,30,32,36,13,3,2,20,12
OKC vs. WAS,1/25/2018,W,48,121,45,87,51.7,9,27,33.3,22,29,75.9,13,27,40,18,14,16,6,15,9
WAS @ OKC,1/25/2018,L,48,112,42,86,48.8,16,35,45.7,12,16,75,12,27,39,25,23,10,2,25,-9
SAC @ MIA,1/25/2018,W,48,89,38,81,46.9,5,12,41.7,8,14,57.1,5,33,38,17,13,3,6,21,1
GSW vs. MIN,1/25/2018,W,48,126,48,89,53.9,21,37,56.8,9,15,60,11,36,47,37,16,9,8,17,13
PHX vs. NYK,1/26/2018,L,48,85,33,94,35.1,11,33,33.3,8,13,61.5,12,30,42,15,15,6,3,24,-22
CLE vs. IND,1/26/2018,W,48,115,46,82,56.1,13,37,35.1,10,13,76.9,8,36,44,27,21,13,4,11,7
MIL vs. BKN,1/26/2018,W,48,116,43,83,51.8,12,23,52.2,18,20,90,3,41,44,28,10,9,6,17,25
DAL vs. POR,1/26/2018,L,48,93,35,89,39.3,10,30,33.3,13,17,76.5,8,29,37,17,5,9,3,19,-14
BKN @ MIL,1/26/2018,L,48,91,33,89,37.1,8,34,23.5,17,20,85,11,34,45,18,14,5,2,19,-25
PHI @ SAS,1/26/2018,W,48,97,38,79,48.1,9,21,42.9,12,18,66.7,12,38,50,23,10,5,4,20,19
CHA vs. ATL,1/26/2018,W,48,121,40,88,45.5,13,34,38.2,28,32,87.5,11,32,43,25,11,13,8,25,11
HOU @ NOP,1/26/2018,L,48,113,36,78,46.2,12,36,33.3,29,35,82.9,2,33,35,22,13,10,2,23,-2
SAS vs. PHI,1/26/2018,L,48,78,30,75,40,3,24,12.5,15,18,83.3,5,31,36,20,10,6,5,14,-19
POR @ DAL,1/26/2018,W,48,107,39,79,49.4,10,30,33.3,19,23,82.6,10,44,54,20,15,4,6,17,14
LAL @ CHI,1/26/2018,W,48,108,41,91,45.1,5,24,20.8,21,28,75,10,38,48,23,9,6,3,23,5
LAC @ MEM,1/26/2018,W,48,109,39,80,48.8,10,27,37,21,29,72.4,3,33,36,23,10,15,6,20,9
NYK @ PHX,1/26/2018,W,48,107,41,85,48.2,9,25,36,16,22,72.7,10,39,49,25,16,7,10,20,22
MEM vs. LAC,1/26/2018,L,48,100,39,81,48.1,8,27,29.6,14,18,77.8,8,35,43,31,20,1,9,24,-9
CHI vs. LAL,1/26/2018,L,48,103,35,93,37.6,17,36,47.2,16,24,66.7,16,37,53,21,14,3,7,25,-5
UTA @ TOR,1/26/2018,W,48,97,36,87,41.4,10,21,47.6,15,21,71.4,10,37,47,20,13,7,5,16,4
TOR vs. UTA,1/26/2018,L,48,93,37,95,38.9,7,27,25.9,12,17,70.6,16,36,52,23,11,10,13,18,-4
IND @ CLE,1/26/2018,L,48,108,43,91,47.3,13,31,41.9,9,11,81.8,8,29,37,27,16,13,1,15,-7
ATL @ CHA,1/26/2018,L,48,110,37,79,46.8,15,30,50,21,25,84,6,33,39,23,21,6,5,26,-11
NOP vs. HOU,1/26/2018,W,48,115,44,82,53.7,11,27,40.7,16,21,76.2,6,36,42,36,16,8,5,26,2
BOS @ GSW,1/27/2018,L,48,105,37,85,43.5,14,28,50,17,24,70.8,11,34,45,17,16,6,2,23,-4
CHA @ MIA,1/27/2018,L,48,91,29,84,34.5,5,24,20.8,28,35,80,12,34,46,12,8,6,6,15,-4
ATL vs. WAS,1/27/2018,L,48,104,38,88,43.2,12,43,27.9,16,21,76.2,11,21,32,24,13,2,4,15,-25
GSW vs. BOS,1/27/2018,W,48,109,38,84,45.2,10,27,37,23,26,88.5,10,33,43,19,12,9,9,17,4
BKN @ MIN,1/27/2018,L,48,97,38,82,46.3,9,30,30,12,15,80,11,32,43,22,16,3,7,19,-14
ORL @ IND,1/27/2018,L,48,112,42,77,54.5,8,25,32,20,32,62.5,13,27,40,21,16,6,7,18,-2
DET vs. OKC,1/27/2018,L,48,108,39,84,46.4,12,33,36.4,18,24,75,13,30,43,24,17,4,3,20,-13
DEN vs. DAL,1/27/2018,W,48,91,34,81,42,12,33,36.4,11,15,73.3,9,44,53,23,16,6,8,21,2
MIA vs. CHA,1/27/2018,W,48,95,38,85,44.7,8,26,30.8,11,18,61.1,11,40,51,25,14,4,5,24,4
IND vs. ORL,1/27/2018,W,48,114,47,87,54,5,18,27.8,15,19,78.9,9,29,38,25,10,9,1,24,2
MIN vs. BKN,1/27/2018,W,48,111,42,96,43.8,4,21,19,23,26,88.5,16,33,49,20,6,9,7,12,14
OKC @ DET,1/27/2018,W,48,121,45,93,48.4,14,33,42.4,17,23,73.9,13,30,43,23,10,9,2,20,13
WAS @ ATL,1/27/2018,W,48,129,49,85,57.6,18,32,56.3,13,14,92.9,7,31,38,40,13,7,6,21,25
DAL @ DEN,1/27/2018,L,48,89,34,85,40,11,31,35.5,10,19,52.6,8,35,43,17,8,8,5,15,-2
PHX @ HOU,1/28/2018,L,48,102,36,85,42.4,8,33,24.2,22,26,84.6,7,36,43,17,13,7,2,29,-11
PHI @ OKC,1/28/2018,L,48,112,38,76,50,11,29,37.9,25,31,80.6,12,28,40,19,18,7,5,26,-10
OKC vs. PHI,1/28/2018,W,48,122,45,92,48.9,10,33,30.3,22,30,73.3,17,24,41,21,11,7,3,25,10
LAL @ TOR,1/28/2018,L,48,111,40,91,44,8,25,32,23,33,69.7,13,31,44,22,14,9,4,21,-12
CHI vs. MIL,1/28/2018,L,48,96,36,87,41.4,12,34,35.3,12,15,80,10,31,41,25,16,8,2,18,-14
HOU vs. PHX,1/28/2018,W,48,113,32,72,44.4,11,37,29.7,38,49,77.6,5,38,43,17,13,8,2,21,11
SAC @ SAS,1/28/2018,L,48,98,35,82,42.7,18,34,52.9,10,11,90.9,6,28,34,21,9,5,3,20,-15
DET @ CLE,1/28/2018,L,48,104,40,95,42.1,14,36,38.9,10,13,76.9,7,36,43,31,6,5,6,23,-17
TOR vs. LAL,1/28/2018,W,48,123,46,92,50,12,31,38.7,19,25,76,12,41,53,23,15,4,4,23,12
CLE vs. DET,1/28/2018,W,48,121,42,83,50.6,15,35,42.9,22,26,84.6,4,41,45,27,10,2,3,14,17
MIL @ CHI,1/28/2018,W,48,110,41,77,53.2,13,28,46.4,15,25,60,7,36,43,28,15,11,4,16,14
LAC @ NOP,1/28/2018,W,48,112,45,96,46.9,9,28,32.1,13,18,72.2,11,39,50,29,12,7,4,19,9
NOP vs. LAC,1/28/2018,L,48,103,38,85,44.7,9,35,25.7,18,25,72,7,40,47,23,15,9,6,20,-9
SAS vs. SAC,1/28/2018,W,48,113,45,90,50,11,25,44,12,17,70.6,13,39,52,33,7,4,2,13,15
PHI @ MIL,1/29/2018,L,48,95,36,82,43.9,2,26,7.7,21,23,91.3,10,33,43,22,14,5,4,17,-12
BOS @ DEN,1/29/2018,W,48,111,43,91,47.3,17,36,47.2,8,10,80,10,30,40,28,11,4,6,19,1
PHX @ MEM,1/29/2018,L,48,109,38,82,46.3,7,23,30.4,26,36,72.2,15,22,37,20,20,11,2,20,-11
IND vs. CHA,1/29/2018,W,48,105,45,83,54.2,6,21,28.6,9,11,81.8,6,32,38,28,13,7,3,19,9
DEN vs. BOS,1/29/2018,L,48,110,42,93,45.2,10,33,30.3,16,21,76.2,15,32,47,31,11,4,3,14,-1
MIN @ ATL,1/29/2018,L,48,100,39,83,47,7,19,36.8,15,18,83.3,7,28,35,24,14,15,5,18,-5
MIA @ DAL,1/29/2018,W,48,95,34,75,45.3,12,31,38.7,15,19,78.9,11,30,41,23,17,9,11,19,7
ATL vs. MIN,1/29/2018,W,48,105,39,79,49.4,13,34,38.2,14,16,87.5,8,36,44,27,21,8,8,18,5
DAL vs. MIA,1/29/2018,L,48,88,33,86,38.4,8,29,27.6,14,16,87.5,11,29,40,20,12,10,3,22,-7
MEM vs. PHX,1/29/2018,W,48,120,47,83,56.6,11,22,50,15,18,83.3,12,26,38,29,20,7,9,27,11
MIL vs. PHI,1/29/2018,W,48,107,38,80,47.5,11,28,39.3,20,22,90.9,8,34,42,26,9,6,8,19,12
CHA @ IND,1/29/2018,L,48,96,37,83,44.6,9,31,29,13,20,65,11,29,40,18,16,5,2,14,-9
LAC vs. POR,1/30/2018,L,48,96,35,85,41.2,6,22,27.3,20,26,76.9,9,41,50,22,13,5,7,17,-8
CLE @ DET,1/30/2018,L,48,114,38,84,45.2,13,35,37.1,25,32,78.1,7,34,41,24,15,2,5,22,-11
HOU vs. ORL,1/30/2018,W,48,114,39,77,50.6,13,35,37.1,23,28,82.1,8,32,40,17,12,5,5,15,7
NOP vs. SAC,1/30/2018,L,48,103,39,77,50.6,9,25,36,16,22,72.7,2,34,36,26,15,7,8,18,-11
DEN @ SAS,1/30/2018,L,48,104,40,86,46.5,10,23,43.5,14,14,100,10,28,38,22,14,11,6,14,-2
MIN @ TOR,1/30/2018,L,48,104,42,85,49.4,5,12,41.7,15,24,62.5,10,30,40,21,8,4,2,19,-5
DET vs. CLE,1/30/2018,W,48,125,49,93,52.7,9,23,39.1,18,28,64.3,8,39,47,30,11,12,5,27,11
OKC @ WAS,1/30/2018,L,48,96,30,80,37.5,9,32,28.1,27,34,79.4,14,38,52,19,21,7,8,24,-6
BKN @ NYK,1/30/2018,L,48,95,36,87,41.4,9,37,24.3,14,16,87.5,11,38,49,15,18,6,3,21,-16
SAS vs. DEN,1/30/2018,W,48,106,46,92,50,9,24,37.5,5,5,100,13,30,43,33,16,4,9,15,2
GSW @ UTA,1/30/2018,L,48,99,39,85,45.9,5,25,20,16,21,76.2,11,26,37,27,20,10,7,16,-30
UTA vs. GSW,1/30/2018,W,48,129,53,91,58.2,14,28,50,9,14,64.3,7,35,42,25,12,16,3,22,30
POR @ LAC,1/30/2018,W,48,104,36,98,36.7,13,30,43.3,19,22,86.4,18,41,59,21,13,12,6,21,8
TOR vs. MIN,1/30/2018,W,48,109,39,81,48.1,9,29,31,22,26,84.6,9,30,39,28,9,3,4,18,5
SAC @ NOP,1/30/2018,W,48,114,46,97,47.4,10,26,38.5,12,14,85.7,14,35,49,22,14,7,1,21,11
ORL @ HOU,1/30/2018,L,48,107,42,83,50.6,15,31,48.4,8,10,80,7,26,33,26,12,6,4,22,-7
NYK vs. BKN,1/30/2018,W,48,111,39,89,43.8,13,26,50,20,25,80,12,35,47,22,11,6,6,13,16
WAS vs. OKC,1/30/2018,W,48,102,34,89,38.2,7,25,28,27,29,93.1,7,36,43,27,12,8,7,28,6
ATL vs. CHA,1/31/2018,L,48,110,39,77,50.6,12,32,37.5,20,22,90.9,4,25,29,26,10,5,4,16,-13
BOS vs. NYK,1/31/2018,W,48,103,40,83,48.2,11,26,42.3,12,20,60,5,44,49,27,10,8,3,22,30
DAL @ PHX,1/31/2018,L,48,88,32,88,36.4,10,36,27.8,14,26,53.8,15,34,49,18,12,11,4,18,-14
CHA @ ATL,1/31/2018,W,48,123,46,90,51.1,17,32,53.1,14,18,77.8,12,30,42,29,12,6,1,21,13
MEM @ IND,1/31/2018,L,48,101,39,82,47.6,12,26,46.2,11,15,73.3,14,27,41,20,18,10,1,21,-4
PHX vs. DAL,1/31/2018,W,48,102,40,83,48.2,11,30,36.7,11,15,73.3,8,39,47,23,18,9,3,29,14
NYK @ BOS,1/31/2018,L,48,73,28,87,32.2,3,17,17.6,14,21,66.7,9,35,44,16,14,4,4,17,-30
PHI @ BKN,1/31/2018,L,48,108,36,76,47.4,7,18,38.9,29,34,85.3,6,27,33,17,8,7,5,21,-8
POR vs. CHI,1/31/2018,W,48,124,46,82,56.1,15,32,46.9,17,20,85,5,43,48,21,17,3,6,19,16
LAL @ ORL,1/31/2018,L,48,105,39,83,47,4,20,20,23,30,76.7,11,32,43,18,17,7,1,18,-22
MIA @ CLE,1/31/2018,L,48,89,36,83,43.4,3,28,10.7,14,25,56,6,46,52,17,20,8,5,25,-2
IND vs. MEM,1/31/2018,W,48,105,37,70,52.9,10,26,38.5,21,31,67.7,8,25,33,20,14,16,4,15,4
BKN vs. PHI,1/31/2018,W,48,116,39,77,50.6,13,32,40.6,25,28,89.3,9,30,39,19,14,3,9,26,8
CLE vs. MIA,1/31/2018,W,48,91,28,80,35,6,26,23.1,29,38,76.3,7,38,45,18,16,9,5,20,2
CHI @ POR,1/31/2018,L,48,108,41,99,41.4,13,34,38.2,13,22,59.1,12,24,36,19,6,10,4,16,-16
ORL vs. LAL,1/31/2018,W,48,127,44,81,54.3,18,32,56.3,21,29,72.4,4,31,35,28,15,13,4,23,22
SAS vs. HOU,2/1/2018,L,48,91,35,83,42.2,6,24,25,15,17,88.2,9,37,46,21,16,7,5,12,-11
HOU @ SAS,2/1/2018,W,48,102,37,83,44.6,14,42,33.3,14,17,82.4,7,31,38,20,9,10,7,16,11
TOR @ WAS,2/1/2018,L,48,119,44,83,53,12,29,41.4,19,24,79.2,8,24,32,20,18,7,3,26,-3
MIL @ MIN,2/1/2018,L,48,89,32,85,37.6,6,29,20.7,19,25,76,15,28,43,19,15,6,1,21,-19
DEN vs. OKC,2/1/2018,W,48,127,50,97,51.5,15,38,39.5,12,17,70.6,9,34,43,32,11,3,10,17,3
DET vs. MEM,2/1/2018,W,48,104,35,76,46.1,7,25,28,27,37,73,4,37,41,20,9,8,4,19,2
OKC @ DEN,2/1/2018,L,48,124,51,98,52,9,28,32.1,13,17,76.5,9,31,40,34,7,5,6,18,-3
WAS vs. TOR,2/1/2018,W,48,122,44,85,51.8,10,30,33.3,24,26,92.3,12,32,44,30,16,10,2,21,3
MIN vs. MIL,2/1/2018,W,48,108,42,78,53.8,7,19,36.8,17,20,85,4,35,39,27,14,8,7,15,19
MEM @ DET,2/1/2018,L,48,102,40,96,41.7,8,31,25.8,14,14,100,10,39,49,22,12,3,3,24,-2
PHX vs. UTA,2/2/2018,L,48,97,36,87,41.4,9,33,27.3,16,19,84.2,6,26,32,19,12,7,5,25,-32
NYK @ MIL,2/2/2018,L,48,90,36,89,40.4,5,25,20,13,17,76.5,18,39,57,24,19,7,4,21,-2
BKN vs. LAL,2/2/2018,L,48,99,37,82,45.1,9,29,31,16,23,69.6,5,33,38,20,12,7,8,18,-3
GSW @ SAC,2/2/2018,W,48,119,44,80,55,17,33,51.5,14,16,87.5,7,44,51,25,25,8,4,19,15
POR @ TOR,2/2/2018,L,48,105,37,73,50.7,7,21,33.3,24,33,72.7,4,32,36,20,11,4,2,15,-25
MIA @ PHI,2/2/2018,L,48,97,34,87,39.1,12,37,32.4,17,26,65.4,16,33,49,20,12,3,5,16,-6
IND @ CHA,2/2/2018,L,48,126,44,87,50.6,12,29,41.4,26,28,92.9,7,24,31,21,11,10,6,25,-7
ATL @ BOS,2/2/2018,L,48,110,34,80,42.5,11,31,35.5,31,34,91.2,4,32,36,21,12,6,4,18,-9
MIL vs. NYK,2/2/2018,W,48,92,33,76,43.4,7,24,29.2,19,26,73.1,4,32,36,18,11,10,8,21,2
UTA @ PHX,2/2/2018,W,48,129,51,90,56.7,15,29,51.7,12,17,70.6,9,42,51,30,11,7,6,21,32
TOR vs. POR,2/2/2018,W,48,130,46,99,46.5,19,40,47.5,19,21,90.5,17,25,42,21,6,5,4,23,25
OKC vs. NOP,2/2/2018,L,48,100,37,97,38.1,9,36,25,17,20,85,15,37,52,24,16,6,5,18,-14
LAL @ BKN,2/2/2018,W,48,102,39,92,42.4,10,26,38.5,14,20,70,18,38,56,21,16,5,6,18,3
SAC vs. GSW,2/2/2018,L,48,104,42,95,44.2,10,25,40,10,15,66.7,6,27,33,22,13,16,3,14,-15
BOS vs. ATL,2/2/2018,W,48,119,45,89,50.6,11,24,45.8,18,20,90,7,35,42,26,11,8,3,23,9
NOP @ OKC,2/2/2018,W,48,114,46,90,51.1,13,24,54.2,9,13,69.2,5,36,41,30,16,10,2,20,14
PHI vs. MIA,2/2/2018,W,48,103,42,85,49.4,8,24,33.3,11,15,73.3,9,30,39,28,10,9,4,23,6
CHA vs. IND,2/2/2018,W,48,133,44,83,53,15,33,45.5,30,34,88.2,11,32,43,27,15,5,2,21,7
SAS vs. UTA,2/3/2018,L,48,111,44,91,48.4,10,26,38.5,13,18,72.2,11,25,36,25,12,9,5,27,-9
PHI @ IND,2/3/2018,L,48,92,33,87,37.9,10,32,31.3,16,24,66.7,15,34,49,21,18,8,2,21,-8
GSW @ DEN,2/3/2018,L,48,108,43,86,50,8,31,25.8,14,23,60.9,11,31,42,28,14,9,10,23,-7
IND vs. PHI,2/3/2018,W,48,100,35,79,44.3,9,27,33.3,21,25,84,6,36,42,25,14,15,8,19,8
SAC vs. DAL,2/3/2018,L,48,99,43,82,52.4,8,27,29.6,5,6,83.3,7,25,32,23,16,11,3,21,-7
WAS @ ORL,2/3/2018,W,48,115,46,85,54.1,7,26,26.9,16,18,88.9,12,26,38,35,15,14,6,19,17
DAL @ SAC,2/3/2018,W,48,106,41,83,49.4,13,41,31.7,11,14,78.6,9,27,36,28,14,8,0,12,7
DEN vs. GSW,2/3/2018,W,48,115,39,91,42.9,12,29,41.4,25,29,86.2,16,32,48,28,16,7,0,17,7
CLE vs. HOU,2/3/2018,L,48,88,34,87,39.1,8,30,26.7,12,16,75,5,42,47,22,11,4,3,16,-32
DET vs. MIA,2/3/2018,W,48,111,44,84,52.4,9,26,34.6,14,17,82.4,13,36,49,23,18,7,5,12,4
UTA @ SAS,2/3/2018,W,48,120,39,69,56.5,12,23,52.2,30,36,83.3,5,32,37,26,18,6,5,19,9
CHI @ LAC,2/3/2018,L,48,103,35,97,36.1,12,37,32.4,21,21,100,13,35,48,22,12,6,4,20,-10
MIA @ DET,2/3/2018,L,48,107,44,91,48.4,14,36,38.9,5,7,71.4,7,26,33,30,12,13,4,14,-4
HOU @ CLE,2/3/2018,W,48,120,44,93,47.3,19,51,37.3,13,16,81.3,6,47,53,28,9,6,5,19,32
NOP @ MIN,2/3/2018,L,48,107,42,101,41.6,8,33,24.2,15,17,88.2,18,33,51,23,13,9,8,11,-11
LAC vs. CHI,2/3/2018,W,48,113,40,88,45.5,9,25,36,24,28,85.7,10,44,54,23,14,4,5,18,10
MIN vs. NOP,2/3/2018,W,48,118,48,95,50.5,10,21,47.6,12,16,75,12,38,50,21,15,9,3,13,11
ORL vs. WAS,2/3/2018,L,48,98,34,77,44.2,10,32,31.3,20,22,90.9,10,25,35,17,20,12,4,15,-17
LAL @ OKC,2/4/2018,W,48,108,42,86,48.8,13,30,43.3,11,18,61.1,8,32,40,24,19,6,7,20,4
TOR vs. MEM,2/4/2018,W,48,101,41,89,46.1,6,35,17.1,13,15,86.7,10,34,44,21,12,13,7,20,15
CHA @ PHX,2/4/2018,W,48,115,40,96,41.7,10,38,26.3,25,29,86.2,13,30,43,24,8,12,6,17,5
NYK vs. ATL,2/4/2018,L,48,96,41,94,43.6,5,23,21.7,9,15,60,16,32,48,16,15,10,8,16,-3
BKN vs. MIL,2/4/2018,L,48,94,37,90,41.1,9,29,31,11,14,78.6,11,25,36,25,9,5,1,19,-15
MEM @ TOR,2/4/2018,L,48,86,29,81,35.8,8,25,32,20,23,87,13,32,45,17,19,7,6,23,-15
PHX vs. CHA,2/4/2018,L,48,110,41,77,53.2,15,29,51.7,13,13,100,2,37,39,24,19,4,4,25,-5
ATL @ NYK,2/4/2018,W,48,99,35,87,40.2,15,33,45.5,14,19,73.7,13,31,44,25,16,6,3,12,3
BOS vs. POR,2/4/2018,W,48,97,35,85,41.2,15,36,41.7,12,17,70.6,9,42,51,24,11,3,6,16,1
POR @ BOS,2/4/2018,L,48,96,36,91,39.6,13,31,41.9,11,14,78.6,10,36,46,21,8,4,9,17,-1
OKC vs. LAL,2/4/2018,L,48,104,40,89,44.9,7,25,28,17,25,68,13,33,46,17,18,13,6,18,-4
MIL @ BKN,2/4/2018,W,48,109,42,81,51.9,8,19,42.1,17,21,81,14,40,54,19,14,3,7,16,15
DEN vs. CHA,2/5/2018,W,48,121,46,81,56.8,18,34,52.9,11,13,84.6,5,36,41,30,11,10,2,15,17
CHA @ DEN,2/5/2018,L,48,104,39,77,50.6,11,26,42.3,15,24,62.5,5,31,36,21,10,7,1,16,-17
DAL @ LAC,2/5/2018,L,48,101,33,80,41.3,17,42,40.5,18,20,90,7,31,38,22,20,5,5,23,-3
DET vs. POR,2/5/2018,W,48,111,44,88,50,15,30,50,8,12,66.7,10,41,51,36,14,7,4,14,20
UTA @ NOP,2/5/2018,W,48,133,52,89,58.4,14,21,66.7,15,17,88.2,9,36,45,29,15,6,5,18,24
IND vs. WAS,2/5/2018,L,48,102,37,80,46.3,12,29,41.4,16,25,64,8,27,35,19,16,6,2,18,-9
WAS @ IND,2/5/2018,W,48,111,45,82,54.9,7,25,28,14,17,82.4,7,36,43,29,14,8,1,23,9
LAC vs. DAL,2/5/2018,W,48,104,42,87,48.3,10,27,37,10,12,83.3,5,34,39,28,13,10,3,16,3
MIA vs. ORL,2/5/2018,L,48,109,40,93,43,3,23,13,26,35,74.3,17,36,53,21,12,5,4,19,-2
ORL @ MIA,2/5/2018,W,48,111,41,84,48.8,13,30,43.3,16,19,84.2,5,34,39,25,11,8,5,26,2
POR @ DET,2/5/2018,L,48,91,37,94,39.4,10,33,30.3,7,8,87.5,13,32,45,18,13,9,5,14,-20
SAC vs. CHI,2/5/2018,W,48,104,37,84,44,11,32,34.4,19,25,76,9,36,45,22,11,5,5,17,6
CHI @ SAC,2/5/2018,L,48,98,32,80,40,14,36,38.9,20,24,83.3,9,37,46,20,12,6,1,21,-6
NOP vs. UTA,2/5/2018,L,48,109,47,93,50.5,8,22,36.4,7,13,53.8,6,24,30,24,14,10,6,15,-24
OKC @ GSW,2/6/2018,W,48,125,44,93,47.3,12,31,38.7,25,33,75.8,10,30,40,17,13,14,3,28,20
TOR vs. BOS,2/6/2018,W,48,111,40,80,50,17,36,47.2,14,17,82.4,5,35,40,29,15,10,4,18,20
NYK vs. MIL,2/6/2018,L,48,89,37,89,41.6,5,23,21.7,10,15,66.7,11,36,47,20,20,5,6,19,-14
WAS @ PHI,2/6/2018,L,48,102,41,93,44.1,7,27,25.9,13,18,72.2,16,23,39,23,12,14,2,18,-13
MEM @ ATL,2/6/2018,L,48,82,34,79,43,4,22,18.2,10,13,76.9,9,28,37,23,27,7,5,24,-26
MIL @ NYK,2/6/2018,W,48,103,37,82,45.1,8,26,30.8,21,27,77.8,8,35,43,23,15,11,6,17,14
ATL vs. MEM,2/6/2018,W,48,108,42,83,50.6,8,25,32,16,21,76.2,8,28,36,29,14,13,5,16,26
ORL vs. CLE,2/6/2018,W,48,116,46,88,52.3,6,22,27.3,18,27,66.7,12,38,50,27,13,7,8,16,18
LAL vs. PHX,2/6/2018,W,48,112,39,83,47,11,26,42.3,23,26,88.5,12,44,56,19,14,7,7,21,19
CLE @ ORL,2/6/2018,L,48,98,36,84,42.9,12,37,32.4,14,20,70,9,27,36,19,14,4,4,24,-18
PHI vs. WAS,2/6/2018,W,48,115,45,82,54.9,14,28,50,11,14,78.6,12,33,45,27,17,9,4,14,13
GSW vs. OKC,2/6/2018,L,48,105,37,76,48.7,8,28,28.6,23,31,74.2,10,35,45,27,25,7,8,24,-20
PHX @ LAL,2/6/2018,L,48,93,36,94,38.3,8,29,27.6,13,23,56.5,16,32,48,24,11,4,4,18,-19
BOS @ TOR,2/6/2018,L,48,91,33,83,39.8,10,23,43.5,15,20,75,9,29,38,21,17,3,3,19,-20
HOU @ BKN,2/6/2018,W,48,123,45,81,55.6,16,33,48.5,17,21,81,8,32,40,16,11,7,7,14,10
BKN vs. HOU,2/6/2018,L,48,113,41,85,48.2,16,35,45.7,15,17,88.2,10,27,37,24,11,8,2,17,-10
CLE vs. MIN,2/7/2018,W,53,140,52,88,59.1,21,41,51.2,15,23,65.2,7,34,41,33,16,5,1,21,2
UTA @ MEM,2/7/2018,W,48,92,29,69,42,6,22,27.3,28,33,84.8,9,34,43,14,20,6,4,16,4
HOU @ MIA,2/7/2018,W,48,109,38,74,51.4,12,31,38.7,21,26,80.8,4,31,35,16,10,8,6,16,8
MIN @ CLE,2/7/2018,L,53,138,54,93,58.1,19,33,57.6,11,12,91.7,4,31,35,33,12,7,4,19,-2
DET vs. BKN,2/7/2018,W,48,115,44,92,47.8,9,24,37.5,18,25,72,8,38,46,20,7,10,3,12,9
MIA vs. HOU,2/7/2018,L,48,101,39,88,44.3,13,32,40.6,10,12,83.3,15,26,41,23,13,3,3,17,-8
BKN @ DET,2/7/2018,L,48,106,39,90,43.3,17,51,33.3,11,12,91.7,8,42,50,33,20,4,6,20,-9
MEM vs. UTA,2/7/2018,L,48,88,34,81,42,8,23,34.8,12,16,75,9,27,36,18,16,12,5,26,-4
SAS @ PHX,2/7/2018,W,48,129,46,93,49.5,16,32,50,21,27,77.8,14,48,62,26,12,6,6,17,48
PHX vs. SAS,2/7/2018,L,48,81,33,97,34,3,32,9.4,12,18,66.7,11,33,44,15,11,8,4,23,-48
ATL @ ORL,2/8/2018,L,48,98,37,87,42.5,12,30,40,12,18,66.7,9,37,46,25,17,4,7,23,-2
CHA @ POR,2/8/2018,L,53,103,38,98,38.8,13,33,39.4,14,17,82.4,7,37,44,17,12,10,3,16,-6
WAS vs. BOS,2/8/2018,L,53,104,38,95,40,12,26,46.2,16,20,80,17,35,52,28,22,11,4,23,-6
LAL vs. OKC,2/8/2018,W,48,106,42,96,43.8,10,31,32.3,12,13,92.3,13,38,51,28,8,5,7,19,25
DAL @ GSW,2/8/2018,L,48,103,40,92,43.5,9,37,24.3,14,17,82.4,9,25,34,19,12,15,7,16,-18
GSW vs. DAL,2/8/2018,W,48,121,45,88,51.1,14,29,48.3,17,20,85,18,33,51,37,16,6,7,18,18
OKC @ LAL,2/8/2018,L,48,81,32,90,35.6,8,34,23.5,9,19,47.4,17,33,50,16,14,6,4,11,-25
